[['c_000000000699', 'polyA_site_00001_+_readcount_1', 'FUN_006903', '+'],
 ['c_000000000009', 'polyA_site_01321_+_readcount_1', 'ORF_002578', '+'],
 ['c_000000000009', 'polyA_site_01322_+_readcount_2', 'ORF_002579', '+'],
 ['c_000000000009', 'polyA_site_01323_+_readcount_10', 'ORF_002580', '+'],
 ['c_000000000009', 'polyA_site_01328_+_readcount_8', 'ORF_002593', '+'],
 ['c_000000000009', 'polyA_site_01329_+_readcount_4', 'ORF_002595', '+'],
 ['c_000000000009', 'polyA_site_01330_+_readcount_12', 'ORF_002598', '+'],
 ['c_000000000009', 'polyA_site_01331_+_readcount_6', 'ORF_002601', '+'],
 ['c_000000000009', 'polyA_site_01332_+_readcount_3', 'ORF_002604', '+'],
 ['c_000000000009', 'polyA_site_01333_+_readcount_3', 'ORF_002607', '+'],
 ['c_000000000009', 'polyA_site_01334_+_readcount_7', 'ORF_002609', '+'],
 ['c_000000000009', 'polyA_site_01335_+_readcount_49', 'ORF_002612', '+'],
 ['c_000000000009', 'polyA_site_01336_+_readcount_14', 'ORF_002613', '+'],
 ['c_000000000009', 'polyA_site_01337_+_readcount_1', 'ORF_002614', '+'],
 ['c_000000000009', 'polyA_site_01338_+_readcount_1', 'ORF_002616', '+'],
 ['c_000000000009', 'polyA_site_01339_+_readcount_4', 'ORF_002619', '+'],
 ['c_000000000009', 'polyA_site_01342_+_readcount_11', 'ORF_002624', '+'],
 ['c_000000000009', 'polyA_site_01343_+_readcount_2', 'ORF_002624', '+'],
 ['c_000000000009', 'polyA_site_01344_+_readcount_3', 'ORF_002628', '+'],
 ['c_000000000009', 'polyA_site_01345_+_readcount_6', 'ORF_002632', '+'],
 ['c_000000000009', 'polyA_site_01346_+_readcount_1', 'ORF_002636', '+'],
 ['c_000000000009', 'polyA_site_01347_+_readcount_1', 'ORF_002636', '+'],
 ['c_000000000009', 'polyA_site_01349_+_readcount_10', 'ORF_002642', '+'],
 ['c_000000000009', 'polyA_site_01352_+_readcount_3', 'ORF_002647', '+'],
 ['c_000000000009', 'polyA_site_01353_+_readcount_3', 'ORF_002648', '+'],
 ['c_000000000009', 'polyA_site_01354_+_readcount_1', 'ORF_002648', '+'],
 ['c_000000000009', 'polyA_site_01355_+_readcount_1', 'ORF_002648', '+'],
 ['c_000000000009', 'polyA_site_01356_+_readcount_2', 'ORF_002651', '+'],
 ['c_000000000009', 'polyA_site_01357_+_readcount_7', 'ORF_002656', '+'],
 ['c_000000000009', 'polyA_site_01360_+_readcount_15', 'ORF_002675', '+'],
 ['c_000000000009', 'polyA_site_01361_+_readcount_2', 'ORF_002675-b', '+'],
 ['c_000000000009', 'polyA_site_01362_+_readcount_3', 'ORF_002681', '+'],
 ['c_000000000009', 'polyA_site_01363_+_readcount_264', 'ORF_002681', '+'],
 ['c_000000000009', 'polyA_site_01364_+_readcount_2', 'ORF_002686-a', '+'],
 ['c_000000000009', 'polyA_site_01365_+_readcount_7', 'ORF_002686', '+'],
 ['c_000000000009', 'polyA_site_01366_+_readcount_5', 'ORF_002687', '+'],
 ['c_000000000009', 'polyA_site_01367_+_readcount_13', 'ORF_002687-b', '+'],
 ['c_000000000009', 'polyA_site_01368_+_readcount_7', 'ORF_002688', '+'],
 ['c_000000000009', 'polyA_site_01369_+_readcount_2', 'ORF_002690', '+'],
 ['c_000000000009', 'polyA_site_01370_+_readcount_19', 'ORF_002693', '+'],
 ['c_000000000009', 'polyA_site_01371_+_readcount_2', 'ORF_002693', '+'],
 ['c_000000000658', 'polyA_site_01372_+_readcount_2', 'ORF_002697', '+'],
 ['c_000000000658', 'polyA_site_01373_+_readcount_1', 'ORF_002697', '+'],
 ['c_000000000658', 'polyA_site_01374_+_readcount_1', 'ORF_002697', '+'],
 ['c_000000000658', 'polyA_site_01375_+_readcount_10', 'ORF_002704', '+'],
 ['c_000000000658', 'polyA_site_01376_+_readcount_10', 'ORF_002706-b', '+'],
 ['c_000000000658', 'polyA_site_01377_+_readcount_2', 'ORF_002707', '+'],
 ['c_000000000658', 'polyA_site_01378_+_readcount_1', 'ORF_002708', '+'],
 ['c_000000000658', 'polyA_site_01379_+_readcount_3', 'FUN_005920', '+'],
 ['c_000000000658', 'polyA_site_01380_+_readcount_1', 'ORF_002710', '+'],
 ['c_000000000658', 'polyA_site_01382_+_readcount_21', 'ORF_002713', '+'],
 ['c_000000000658', 'polyA_site_01383_+_readcount_2', 'ORF_002713', '+'],
 ['c_000000000658', 'polyA_site_01384_+_readcount_2', 'ORF_002721', '+'],
 ['c_000000000658', 'polyA_site_01385_+_readcount_1', 'ORF_002723', '+'],
 ['c_000000000658', 'polyA_site_01390_+_readcount_1', 'ORF_002730', '+'],
 ['c_000000000658', 'polyA_site_01391_+_readcount_1', 'ORF_002735', '+'],
 ['c_000000000658', 'polyA_site_01392_+_readcount_14', 'ORF_002735-b', '+'],
 ['c_000000000658', 'polyA_site_01393_+_readcount_10', 'ORF_002741', '+'],
 ['c_000000000658', 'polyA_site_01394_+_readcount_5', 'ORF_002742', '+'],
 ['c_000000000658', 'polyA_site_01396_+_readcount_3', 'ORF_002743', '+'],
 ['c_000000000658', 'polyA_site_01399_+_readcount_6', 'ORF_002754', '+'],
 ['c_000000000658', 'polyA_site_01400_+_readcount_11', 'ORF_002757', '+'],
 ['c_000000000658', 'polyA_site_01401_+_readcount_3', 'ORF_002760', '+'],
 ['c_000000000658', 'polyA_site_01402_+_readcount_2', 'ORF_002759', '+'],
 ['c_000000000658', 'polyA_site_01403_+_readcount_14', 'ORF_002762', '+'],
 ['c_000000000658', 'polyA_site_01404_+_readcount_1', 'ORF_002764', '+'],
 ['c_000000000658', 'polyA_site_01405_+_readcount_4', 'ORF_002765', '+'],
 ['c_000000000658', 'polyA_site_01406_+_readcount_1', 'ORF_002770', '+'],
 ['c_000000000658', 'polyA_site_01407_+_readcount_444', 'ORF_002775', '+'],
 ['c_000000000658', 'polyA_site_01408_+_readcount_2', 'ORF_002775', '+'],
 ['c_000000000658', 'polyA_site_01409_+_readcount_5', 'FUN_006007', '+'],
 ['c_000000000658', 'polyA_site_01410_+_readcount_15', 'ORF_002787', '+'],
 ['c_000000000658', 'polyA_site_01413_+_readcount_11', 'ORF_002802', '+'],
 ['c_000000000658', 'polyA_site_01415_+_readcount_13', 'ORF_002807', '+'],
 ['c_000000000658', 'polyA_site_01416_+_readcount_24', 'ORF_002812', '+'],
 ['c_000000000658', 'polyA_site_01417_+_readcount_3', 'ORF_002813', '+'],
 ['c_000000000658', 'polyA_site_01419_+_readcount_79', 'FUN_006037', '+'],
 ['c_000000000658', 'polyA_site_01422_+_readcount_4', 'ORF_002819', '+'],
 ['c_000000000658', 'polyA_site_01423_+_readcount_3', 'ORF_002820', '+'],
 ['c_000000000658', 'polyA_site_01424_+_readcount_33', 'ORF_002832', '+'],
 ['c_000000000658', 'polyA_site_01425_+_readcount_1', 'ORF_002832', '+'],
 ['c_000000000658', 'polyA_site_01426_+_readcount_1', 'ORF_002833', '+'],
 ['c_000000000658', 'polyA_site_01427_+_readcount_183', 'ORF_002837', '+'],
 ['c_000000000658', 'polyA_site_01428_+_readcount_351', 'ORF_002839', '+'],
 ['c_000000000658', 'polyA_site_01429_+_readcount_1', 'ORF_002839', '+'],
 ['c_000000000658', 'polyA_site_01430_+_readcount_11', 'ORF_002841', '+'],
 ['c_000000000658', 'polyA_site_01431_+_readcount_1', 'ORF_002845', '+'],
 ['c_000000000658', 'polyA_site_01432_+_readcount_1', 'ORF_002845', '+'],
 ['c_000000000658', 'polyA_site_01433_+_readcount_8', 'ORF_002845', '+'],
 ['c_000000000658', 'polyA_site_01434_+_readcount_5', 'ORF_002845', '+'],
 ['c_000000000658', 'polyA_site_01435_+_readcount_1', 'ORF_002847', '+'],
 ['c_000000000658', 'polyA_site_01436_+_readcount_1', 'ORF_002848', '+'],
 ['c_000000000658', 'polyA_site_01437_+_readcount_1', 'ORF_002851', '+'],
 ['c_000000000658', 'polyA_site_01438_+_readcount_8', 'ORF_002855', '+'],
 ['c_000000000658', 'polyA_site_01439_+_readcount_28', 'ORF_002859', '+'],
 ['c_000000000658', 'polyA_site_01440_+_readcount_205', 'ORF_002860', '+'],
 ['c_000000000658', 'polyA_site_01441_+_readcount_1', 'ORF_002860', '+'],
 ['c_000000000658', 'polyA_site_01442_+_readcount_1', 'ORF_002861', '+'],
 ['c_000000000658', 'polyA_site_01443_+_readcount_86', 'ORF_002866', '+'],
 ['c_000000000658', 'polyA_site_01444_+_readcount_1', 'ORF_002867', '+'],
 ['c_000000000658', 'polyA_site_01445_+_readcount_4', 'ORF_002868', '+'],
 ['c_000000000658', 'polyA_site_01451_+_readcount_4', 'ORF_002877-b', '+'],
 ['c_000000000658', 'polyA_site_01452_+_readcount_4', 'ORF_002882', '+'],
 ['c_000000000658', 'polyA_site_01453_+_readcount_9', 'ORF_002883', '+'],
 ['c_000000000658', 'polyA_site_01454_+_readcount_3', 'ORF_002885', '+'],
 ['c_000000000658', 'polyA_site_01455_+_readcount_3', 'ORF_002887', '+'],
 ['c_000000000658', 'polyA_site_01456_+_readcount_1', 'ORF_002892', '+'],
 ['c_000000000658', 'polyA_site_01457_+_readcount_1', 'ORF_002893', '+'],
 ['c_000000000658', 'polyA_site_01458_+_readcount_20', 'ORF_002893', '+'],
 ['c_000000000658', 'polyA_site_01459_+_readcount_1', 'ORF_002895', '+'],
 ['c_000000000658', 'polyA_site_01460_+_readcount_9', 'ORF_002895', '+'],
 ['c_000000000658', 'polyA_site_01461_+_readcount_46', 'ORF_002900-b', '+'],
 ['c_000000000658', 'polyA_site_01462_+_readcount_88', 'ORF_002905', '+'],
 ['c_000000000658', 'polyA_site_01463_+_readcount_1', 'ORF_002906', '+'],
 ['c_000000000658', 'polyA_site_01464_+_readcount_39', 'FUN_006136', '+'],
 ['c_000000000658', 'polyA_site_01465_+_readcount_1', 'ORF_002908', '+'],
 ['c_000000000658', 'polyA_site_01466_+_readcount_13', 'ORF_002909', '+'],
 ['c_000000000658', 'polyA_site_01467_+_readcount_2', 'ORF_002910', '+'],
 ['c_000000000658', 'polyA_site_01468_+_readcount_29', 'ORF_002915', '+'],
 ['c_000000000658', 'polyA_site_01469_+_readcount_1', 'ORF_002917', '+'],
 ['c_000000000658', 'polyA_site_01470_+_readcount_317', 'ORF_002918', '+'],
 ['c_000000000658', 'polyA_site_01471_+_readcount_2', 'ORF_002918', '+'],
 ['c_000000000658', 'polyA_site_01472_+_readcount_2', 'ORF_002918', '+'],
 ['c_000000000658', 'polyA_site_01475_+_readcount_6', 'ORF_002930', '+'],
 ['c_000000000658', 'polyA_site_01476_+_readcount_6', 'ORF_002931', '+'],
 ['c_000000000658', 'polyA_site_01477_+_readcount_1', 'ORF_002932', '+'],
 ['c_000000000658', 'polyA_site_01478_+_readcount_23', 'ORF_002937', '+'],
 ['c_000000000658', 'polyA_site_01479_+_readcount_2', 'ORF_002942', '+'],
 ['c_000000000658', 'polyA_site_01480_+_readcount_4', 'ORF_002943', '+'],
 ['c_000000000658', 'polyA_site_01481_+_readcount_15', 'ORF_002944', '+'],
 ['c_000000000658', 'polyA_site_01482_+_readcount_51', 'ORF_002946-b', '+'],
 ['c_000000000658', 'polyA_site_01483_+_readcount_20', 'ORF_002955', '+'],
 ['c_000000000658', 'polyA_site_01485_+_readcount_106', 'ORF_002963', '+'],
 ['c_000000000658', 'polyA_site_01486_+_readcount_1', 'ORF_002963', '+'],
 ['c_000000000658', 'polyA_site_01487_+_readcount_3', 'ORF_002966', '+'],
 ['c_000000000658', 'polyA_site_01488_+_readcount_2', 'ORF_002979', '+'],
 ['c_000000000658', 'polyA_site_01489_+_readcount_3', 'ORF_002980', '+'],
 ['c_000000000658', 'polyA_site_01490_+_readcount_1', 'ORF_002981', '+'],
 ['c_000000000658', 'polyA_site_01491_+_readcount_3', 'ORF_002984', '+'],
 ['c_000000000658', 'polyA_site_01492_+_readcount_58', 'FUN_006216', '+'],
 ['c_000000000658', 'polyA_site_01493_+_readcount_1', 'FUN_006216', '+'],
 ['c_000000000658', 'polyA_site_01494_+_readcount_1', 'ORF_002986', '+'],
 ['c_000000000658', 'polyA_site_01495_+_readcount_2', 'ORF_002989', '+'],
 ['c_000000000658', 'polyA_site_01496_+_readcount_1', 'ORF_002989', '+'],
 ['c_000000000658', 'polyA_site_01497_+_readcount_1', 'ORF_002991-b', '+'],
 ['c_000000000658', 'polyA_site_01498_+_readcount_49', 'ORF_002995', '+'],
 ['c_000000000658', 'polyA_site_01499_+_readcount_2', 'ORF_002995', '+'],
 ['c_000000000658', 'polyA_site_01500_+_readcount_1', 'ORF_002995', '+'],
 ['c_000000000658', 'polyA_site_01503_+_readcount_57', 'ORF_002999', '+'],
 ['c_000000000658', 'polyA_site_01506_+_readcount_7', 'ORF_003010', '+'],
 ['c_000000000658', 'polyA_site_01507_+_readcount_2', 'ORF_003011', '+'],
 ['c_000000000658', 'polyA_site_01508_+_readcount_1', 'ORF_003014-a', '+'],
 ['c_000000000658', 'polyA_site_01509_+_readcount_3', 'ORF_003014', '+'],
 ['c_000000000658', 'polyA_site_01510_+_readcount_6', 'ORF_003015', '+'],
 ['c_000000000658', 'polyA_site_01511_+_readcount_6', 'ORF_003015', '+'],
 ['c_000000000658', 'polyA_site_01518_+_readcount_12', 'ORF_003033', '+'],
 ['c_000000000658', 'polyA_site_01519_+_readcount_8', 'ORF_003034', '+'],
 ['c_000000000658', 'polyA_site_01520_+_readcount_1', 'ORF_003041', '+'],
 ['c_000000000658', 'polyA_site_01521_+_readcount_1', 'ORF_003044', '+'],
 ['c_000000000658', 'polyA_site_01522_+_readcount_1', 'ORF_003047', '+'],
 ['c_000000000658', 'polyA_site_01523_+_readcount_114', 'ORF_003048', '+'],
 ['c_000000000658', 'polyA_site_01525_+_readcount_2', 'FUN_006301', '+'],
 ['c_000000000658', 'polyA_site_01526_+_readcount_19', 'ORF_003059', '+'],
 ['c_000000000658', 'polyA_site_01528_+_readcount_1', 'ORF_003063', '+'],
 ['c_000000000658', 'polyA_site_01529_+_readcount_1', 'FUN_006315', '+'],
 ['c_000000000658', 'polyA_site_01530_+_readcount_24', 'ORF_003070', '+'],
 ['c_000000000658', 'polyA_site_01531_+_readcount_9', 'ORF_003071', '+'],
 ['c_000000000658', 'polyA_site_01533_+_readcount_2', 'ORF_003073', '+'],
 ['c_000000000658', 'polyA_site_01534_+_readcount_80', 'ORF_003073', '+'],
 ['c_000000000658', 'polyA_site_01535_+_readcount_1', 'ORF_003074', '+'],
 ['c_000000000658', 'polyA_site_01536_+_readcount_2', 'ORF_003080', '+'],
 ['c_000000000658', 'polyA_site_01537_+_readcount_1', 'ORF_003080', '+'],
 ['c_000000000658', 'polyA_site_01540_+_readcount_1', 'ORF_003085', '+'],
 ['c_000000000658', 'polyA_site_01541_+_readcount_3', 'ORF_003086', '+'],
 ['c_000000000658', 'polyA_site_01543_+_readcount_1', 'ORF_003088', '+'],
 ['c_000000000658', 'polyA_site_01544_+_readcount_1', 'ORF_003097', '+'],
 ['c_000000000658', 'polyA_site_01545_+_readcount_2', 'ORF_003101', '+'],
 ['c_000000000658', 'polyA_site_01550_+_readcount_3', 'ORF_003117', '+'],
 ['c_000000000658', 'polyA_site_01551_+_readcount_1', 'ORF_003118', '+'],
 ['c_000000000658', 'polyA_site_01552_+_readcount_16', 'ORF_003119', '+'],
 ['c_000000000658', 'polyA_site_01553_+_readcount_2', 'ORF_003123', '+'],
 ['c_000000000665', 'polyA_site_01557_+_readcount_2', 'ORF_003129', '+'],
 ['c_000000000665', 'polyA_site_01558_+_readcount_23', 'ORF_003129', '+'],
 ['c_000000000665', 'polyA_site_01561_+_readcount_4', 'ORF_003132', '+'],
 ['c_000000000665', 'polyA_site_01562_+_readcount_7', 'ORF_003134', '+'],
 ['c_000000000665', 'polyA_site_01563_+_readcount_5', 'ORF_003135', '+'],
 ['c_000000000665', 'polyA_site_01564_+_readcount_1', 'ORF_003136', '+'],
 ['c_000000000665', 'polyA_site_01565_+_readcount_5', 'ORF_003140', '+'],
 ['c_000000000665', 'polyA_site_01566_+_readcount_4', 'ORF_003142', '+'],
 ['c_000000000665', 'polyA_site_01567_+_readcount_1', 'ORF_003148-b', '+'],
 ['c_000000000665', 'polyA_site_01568_+_readcount_88', 'ORF_003151', '+'],
 ['c_000000000665', 'polyA_site_01569_+_readcount_2', 'ORF_003151', '+'],
 ['c_000000000665', 'polyA_site_01570_+_readcount_5', 'ORF_003155', '+'],
 ['c_000000000665', 'polyA_site_01571_+_readcount_1', 'ORF_003158', '+'],
 ['c_000000000665', 'polyA_site_01572_+_readcount_6', 'ORF_003159', '+'],
 ['c_000000000665', 'polyA_site_01573_+_readcount_1', 'ORF_003160', '+'],
 ['c_000000000665', 'polyA_site_01574_+_readcount_6', 'ORF_003163', '+'],
 ['c_000000000665', 'polyA_site_01576_+_readcount_7', 'FUN_006440', '+'],
 ['c_000000000665', 'polyA_site_01577_+_readcount_2', 'ORF_003167', '+'],
 ['c_000000000665', 'polyA_site_01578_+_readcount_4', 'ORF_003169', '+'],
 ['c_000000000665', 'polyA_site_01579_+_readcount_9', 'ORF_003172', '+'],
 ['c_000000000665', 'polyA_site_01581_+_readcount_1', 'ORF_003173', '+'],
 ['c_000000000665', 'polyA_site_01582_+_readcount_2', 'ORF_003175', '+'],
 ['c_000000000665', 'polyA_site_01583_+_readcount_1', 'ORF_003177', '+'],
 ['c_000000000665', 'polyA_site_01585_+_readcount_13', 'ORF_003184', '+'],
 ['c_000000000665', 'polyA_site_01586_+_readcount_2', 'ORF_003184', '+'],
 ['c_000000000665', 'polyA_site_01587_+_readcount_1', 'ORF_003184', '+'],
 ['c_000000000665', 'polyA_site_01588_+_readcount_6', 'ORF_003190', '+'],
 ['c_000000000665', 'polyA_site_01589_+_readcount_1', 'ORF_003192', '+'],
 ['c_000000000665', 'polyA_site_01590_+_readcount_1', 'ORF_003193', '+'],
 ['c_000000000665', 'polyA_site_01591_+_readcount_9', 'ORF_003195', '+'],
 ['c_000000000665', 'polyA_site_01598_+_readcount_2', 'ORF_003205', '+'],
 ['c_000000000665', 'polyA_site_01599_+_readcount_64', 'ORF_003205', '+'],
 ['c_000000000665', 'polyA_site_01600_+_readcount_1', 'ORF_003205', '+'],
 ['c_000000000665', 'polyA_site_01601_+_readcount_1', 'ORF_003213-z', '+'],
 ['c_000000000665', 'polyA_site_01602_+_readcount_7', 'FUN_006504', '+'],
 ['c_000000000665', 'polyA_site_01603_+_readcount_3', 'FUN_006504', '+'],
 ['c_000000000665', 'polyA_site_01604_+_readcount_1', 'FUN_006504', '+'],
 ['c_000000000665', 'polyA_site_01606_+_readcount_13', 'ORF_003221', '+'],
 ['c_000000000665', 'polyA_site_01607_+_readcount_1', 'ORF_003221', '+'],
 ['c_000000000665', 'polyA_site_01608_+_readcount_9', 'ORF_003223', '+'],
 ['c_000000000665', 'polyA_site_01609_+_readcount_1', 'ORF_003223', '+'],
 ['c_000000000665', 'polyA_site_01610_+_readcount_5', 'ORF_003223', '+'],
 ['c_000000000665', 'polyA_site_01612_+_readcount_1', 'ORF_003229', '+'],
 ['c_000000000665', 'polyA_site_01614_+_readcount_68', 'ORF_003231', '+'],
 ['c_000000000665', 'polyA_site_01615_+_readcount_7', 'ORF_003235', '+'],
 ['c_000000000665', 'polyA_site_01616_+_readcount_1', 'ORF_003235', '+'],
 ['c_000000000665', 'polyA_site_01617_+_readcount_1', 'ORF_003241', '+'],
 ['c_000000000665', 'polyA_site_01618_+_readcount_1', 'ORF_003246', '+'],
 ['c_000000000665', 'polyA_site_01619_+_readcount_7', 'ORF_003250', '+'],
 ['c_000000000665', 'polyA_site_01621_+_readcount_8', 'ORF_003252', '+'],
 ['c_000000000665', 'polyA_site_01622_+_readcount_1', 'ORF_003255', '+'],
 ['c_000000000665', 'polyA_site_01623_+_readcount_2', 'ORF_003256', '+'],
 ['c_000000000665', 'polyA_site_01624_+_readcount_58', 'ORF_003257', '+'],
 ['c_000000000665', 'polyA_site_01625_+_readcount_5', 'ORF_003260', '+'],
 ['c_000000000665', 'polyA_site_01627_+_readcount_2', 'ORF_003266', '+'],
 ['c_000000000665', 'polyA_site_01629_+_readcount_2', 'ORF_003271', '+'],
 ['c_000000000665', 'polyA_site_01631_+_readcount_1', 'ORF_003275', '+'],
 ['c_000000000665', 'polyA_site_01632_+_readcount_2', 'ORF_003276', '+'],
 ['c_000000000665', 'polyA_site_01633_+_readcount_1', 'FUN_006590', '+'],
 ['c_000000000665', 'polyA_site_01636_+_readcount_3', 'ORF_003288', '+'],
 ['c_000000000665', 'polyA_site_01637_+_readcount_6', 'ORF_003290', '+'],
 ['c_000000000665', 'polyA_site_01638_+_readcount_2', 'FUN_006609', '+'],
 ['c_000000000665', 'polyA_site_01639_+_readcount_2', 'ORF_003292', '+'],
 ['c_000000000665', 'polyA_site_01640_+_readcount_10', 'ORF_003292', '+'],
 ['c_000000000665', 'polyA_site_01641_+_readcount_4', 'ORF_003292', '+'],
 ['c_000000000665', 'polyA_site_01642_+_readcount_2', 'ORF_003294', '+'],
 ['c_000000000665', 'polyA_site_01643_+_readcount_10', 'ORF_003296-b', '+'],
 ['c_000000000665', 'polyA_site_01645_+_readcount_1', 'ORF_003299', '+'],
 ['c_000000000665', 'polyA_site_01646_+_readcount_3', 'ORF_003300', '+'],
 ['c_000000000665', 'polyA_site_01647_+_readcount_10', 'ORF_003301', '+'],
 ['c_000000000665', 'polyA_site_01648_+_readcount_72', 'ORF_003302-b', '+'],
 ['c_000000000665', 'polyA_site_01649_+_readcount_1', 'ORF_003302-b', '+'],
 ['c_000000000665', 'polyA_site_01650_+_readcount_2', 'ORF_003304', '+'],
 ['c_000000000665', 'polyA_site_01651_+_readcount_1', 'ORF_003308', '+'],
 ['c_000000000665', 'polyA_site_01652_+_readcount_3', 'ORF_003309', '+'],
 ['c_000000000665', 'polyA_site_01653_+_readcount_238', 'ORF_003309', '+'],
 ['c_000000000665', 'polyA_site_01654_+_readcount_28', 'ORF_003310', '+'],
 ['c_000000000665', 'polyA_site_01657_+_readcount_22', 'ORF_003317', '+'],
 ['c_000000000665', 'polyA_site_01659_+_readcount_7', 'ORF_003325', '+'],
 ['c_000000000665', 'polyA_site_01660_+_readcount_3', 'ORF_003328', '+'],
 ['c_000000000665', 'polyA_site_01661_+_readcount_5', 'ORF_003329', '+'],
 ['c_000000000665', 'polyA_site_01662_+_readcount_2', 'ORF_003331', '+'],
 ['c_000000000665', 'polyA_site_01663_+_readcount_1', 'ORF_003332', '+'],
 ['c_000000000665', 'polyA_site_01664_+_readcount_1', 'ORF_003336', '+'],
 ['c_000000000665', 'polyA_site_01665_+_readcount_5', 'ORF_003338', '+'],
 ['c_000000000665', 'polyA_site_01666_+_readcount_2', 'ORF_003339', '+'],
 ['c_000000000665', 'polyA_site_01667_+_readcount_137', 'ORF_003342', '+'],
 ['c_000000000665', 'polyA_site_01668_+_readcount_5', 'ORF_003344', '+'],
 ['c_000000000665', 'polyA_site_01669_+_readcount_3', 'ORF_003349', '+'],
 ['c_000000000665', 'polyA_site_01671_+_readcount_13', 'ORF_003352', '+'],
 ['c_000000000665', 'polyA_site_01674_+_readcount_4', 'ORF_003361', '+'],
 ['c_000000000665', 'polyA_site_01675_+_readcount_10', 'ORF_003362', '+'],
 ['c_000000000665', 'polyA_site_01677_+_readcount_1', 'ORF_003365', '+'],
 ['c_000000000665', 'polyA_site_01678_+_readcount_39', 'ORF_003368', '+'],
 ['c_000000000665', 'polyA_site_01679_+_readcount_1', 'ORF_003370', '+'],
 ['c_000000000665', 'polyA_site_01680_+_readcount_118', 'ORF_003370', '+'],
 ['c_000000000665', 'polyA_site_01681_+_readcount_5', 'ORF_003372', '+'],
 ['c_000000000665', 'polyA_site_01682_+_readcount_3', 'ORF_003375', '+'],
 ['c_000000000665', 'polyA_site_01683_+_readcount_3', 'ORF_003376', '+'],
 ['c_000000000665', 'polyA_site_01684_+_readcount_16', 'ORF_003378', '+'],
 ['c_000000000665', 'polyA_site_01687_+_readcount_1', 'ORF_003381', '+'],
 ['c_000000000665', 'polyA_site_01688_+_readcount_3', 'ORF_003383', '+'],
 ['c_000000000665', 'polyA_site_01689_+_readcount_7', 'ORF_003384', '+'],
 ['c_000000000665', 'polyA_site_01690_+_readcount_4', 'ORF_003389', '+'],
 ['c_000000000665', 'polyA_site_01691_+_readcount_2', 'ORF_003390', '+'],
 ['c_000000000665', 'polyA_site_01692_+_readcount_6', 'ORF_003393', '+'],
 ['c_000000000665', 'polyA_site_01694_+_readcount_15', 'ORF_003398', '+'],
 ['c_000000000665', 'polyA_site_01697_+_readcount_42', 'ORF_003404', '+'],
 ['c_000000000665', 'polyA_site_01698_+_readcount_11', 'ORF_003405', '+'],
 ['c_000000000665', 'polyA_site_01699_+_readcount_5', 'ORF_003406', '+'],
 ['c_000000000665', 'polyA_site_01700_+_readcount_5', 'ORF_003407', '+'],
 ['c_000000000665', 'polyA_site_01701_+_readcount_3', 'FUN_006736', '+'],
 ['c_000000000665', 'polyA_site_01702_+_readcount_2', 'ORF_003409', '+'],
 ['c_000000000665', 'polyA_site_01703_+_readcount_163', 'ORF_003409', '+'],
 ['c_000000000665', 'polyA_site_01704_+_readcount_1', 'ORF_003409', '+'],
 ['c_000000000665', 'polyA_site_01705_+_readcount_1', 'ORF_003411', '+'],
 ['c_000000000665', 'polyA_site_01706_+_readcount_2', 'ORF_003411', '+'],
 ['c_000000000665', 'polyA_site_01707_+_readcount_1', 'ORF_003413', '+'],
 ['c_000000000665', 'polyA_site_01708_+_readcount_32', 'ORF_003413', '+'],
 ['c_000000000665', 'polyA_site_01709_+_readcount_1', 'ORF_003417', '+'],
 ['c_000000000665', 'polyA_site_01710_+_readcount_11', 'ORF_003417', '+'],
 ['c_000000000665', 'polyA_site_01711_+_readcount_31', 'ORF_003425', '+'],
 ['c_000000000665', 'polyA_site_01712_+_readcount_6', 'ORF_003425', '+'],
 ['c_000000000665', 'polyA_site_01714_+_readcount_1', 'ORF_003430', '+'],
 ['c_000000000665', 'polyA_site_01715_+_readcount_6', 'ORF_003438', '+'],
 ['c_000000000665', 'polyA_site_01716_+_readcount_2', 'ORF_003438', '+'],
 ['c_000000000665', 'polyA_site_01718_+_readcount_13', 'ORF_003449', '+'],
 ['c_000000000665', 'polyA_site_01719_+_readcount_1', 'ORF_003451', '+'],
 ['c_000000000665', 'polyA_site_01720_+_readcount_1', 'ORF_003451', '+'],
 ['c_000000000665', 'polyA_site_01721_+_readcount_10', 'ORF_003452', '+'],
 ['c_000000000665', 'polyA_site_01722_+_readcount_7', 'ORF_003453', '+'],
 ['c_000000000665', 'polyA_site_01723_+_readcount_1', 'ORF_003456', '+'],
 ['c_000000000665', 'polyA_site_01724_+_readcount_7', 'ORF_003458', '+'],
 ['c_000000000665', 'polyA_site_01725_+_readcount_11', 'ORF_003458', '+'],
 ['c_000000000665', 'polyA_site_01726_+_readcount_1', 'ORF_003459', '+'],
 ['c_000000000665', 'polyA_site_01727_+_readcount_17', 'ORF_003459', '+'],
 ['c_000000000665', 'polyA_site_01728_+_readcount_3', 'ORF_003460', '+'],
 ['c_000000000665', 'polyA_site_01729_+_readcount_1', 'ORF_003463', '+'],
 ['c_000000000665', 'polyA_site_01730_+_readcount_4', 'ORF_003468', '+'],
 ['c_000000000665', 'polyA_site_01731_+_readcount_1', 'ORF_003468', '+'],
 ['c_000000000665', 'polyA_site_01732_+_readcount_2', 'ORF_003470', '+'],
 ['c_000000000665', 'polyA_site_01733_+_readcount_2', 'ORF_003471', '+'],
 ['c_000000000665', 'polyA_site_01734_+_readcount_31', 'FUN_006823', '+'],
