[['c_000000000699', 'polyA_site_00001_+_readcount_1', 'FUN_006903', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00814_+_readcount_1', 'ORF_001555', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00815_+_readcount_7', 'ORF_001556', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00816_+_readcount_9', 'ORF_001560', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00817_+_readcount_42', 'ORF_001560', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00818_+_readcount_1', 'ORF_001561', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00819_+_readcount_1', 'ORF_001563', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00820_+_readcount_1', 'ORF_001563', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00823_+_readcount_4', 'ORF_001566', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00824_+_readcount_2', 'ORF_001567', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00826_+_readcount_1', 'ORF_001578', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00827_+_readcount_2', 'ORF_001583', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00828_+_readcount_3', 'ORF_001584', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00829_+_readcount_1', 'ORF_001586', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00830_+_readcount_8', 'ORF_001587', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00831_+_readcount_1', 'ORF_001588', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00832_+_readcount_44', 'ORF_001591', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00835_+_readcount_1', 'ORF_001601', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00836_+_readcount_2', 'ORF_001603', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00837_+_readcount_7', 'ORF_001609', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00838_+_readcount_2', 'ORF_001611', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00839_+_readcount_2', 'ORF_001613', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00840_+_readcount_28', 'ORF_001614', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00841_+_readcount_1', 'ORF_001615', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00842_+_readcount_7', 'ORF_001616', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00843_+_readcount_1', 'ORF_001619', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00845_+_readcount_9', 'ORF_001625', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00847_+_readcount_22', 'ORF_001635', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00848_+_readcount_1', 'ORF_001635', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00849_+_readcount_35', 'ORF_001641', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00850_+_readcount_13', 'ORF_001641', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00851_+_readcount_7', 'ORF_001641', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00852_+_readcount_66', 'ORF_001641', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00853_+_readcount_1', 'ORF_001641', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00855_+_readcount_11', 'ORF_001644', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00856_+_readcount_10', 'ORF_001645', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00857_+_readcount_11', 'ORF_001645', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00858_+_readcount_7', 'ORF_001647', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00859_+_readcount_4', 'ORF_001648', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00861_+_readcount_3', 'ORF_001656', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00863_+_readcount_1', 'ORF_001660', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00864_+_readcount_1', 'ORF_001660', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00865_+_readcount_1100', 'ORF_001661', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00866_+_readcount_2', 'ORF_001661', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00867_+_readcount_1', 'ORF_001661', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00869_+_readcount_1', 'ORF_001669', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00870_+_readcount_4', 'ORF_001670', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00871_+_readcount_16', 'ORF_001674', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00872_+_readcount_2', 'ORF_001674', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00873_+_readcount_1', 'ORF_001676', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00874_+_readcount_6', 'ORF_001676', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00875_+_readcount_9', 'ORF_001676', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00876_+_readcount_4', 'ORF_001679', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00877_+_readcount_59', 'ORF_001684', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00878_+_readcount_1', 'ORF_001684', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00879_+_readcount_1', 'ORF_001686', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00880_+_readcount_3', 'ORF_001689', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00881_+_readcount_2', 'ORF_001689', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00882_+_readcount_18', 'ORF_001692', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00883_+_readcount_6', 'ORF_001694', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00886_+_readcount_6', 'ORF_001697', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00887_+_readcount_1', 'ORF_001697', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00888_+_readcount_1', 'ORF_001697', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00889_+_readcount_2', 'ORF_001698', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00890_+_readcount_1', 'ORF_001698', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00892_+_readcount_1', 'ORF_001700', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00893_+_readcount_5', 'ORF_001701', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00894_+_readcount_3', 'ORF_001701', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00895_+_readcount_1', 'ORF_001701', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00896_+_readcount_12', 'ORF_001704', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00897_+_readcount_11', 'ORF_001711', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00898_+_readcount_2', 'ORF_001714', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00899_+_readcount_1', 'ORF_001715', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00900_+_readcount_8', 'ORF_001716', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00901_+_readcount_2', 'ORF_001717', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00902_+_readcount_4', 'ORF_001718', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00904_+_readcount_2', 'ORF_001723', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00906_+_readcount_1', 'ORF_001727', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00907_+_readcount_3', 'ORF_001727', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00908_+_readcount_1', 'ORF_001730', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00909_+_readcount_5', 'ORF_001732', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00911_+_readcount_15', 'ORF_001737', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00912_+_readcount_2', 'ORF_001738', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00913_+_readcount_71', 'ORF_001738', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00914_+_readcount_1', 'ORF_001738', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00915_+_readcount_2', 'ORF_001741', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00916_+_readcount_1', 'ORF_001741', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00918_+_readcount_2', 'ORF_001743', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00920_+_readcount_2', 'ORF_001745', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00921_+_readcount_4', 'ORF_001746', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00923_+_readcount_8', 'ORF_001749', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00924_+_readcount_11', 'ORF_001750', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00925_+_readcount_3', 'ORF_001751', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00926_+_readcount_4', 'ORF_001751', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00927_+_readcount_13', 'ORF_001752', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00928_+_readcount_1', 'ORF_001752', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00929_+_readcount_1', 'ORF_001753', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00930_+_readcount_3', 'ORF_001754', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00931_+_readcount_1', 'ORF_001755', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00932_+_readcount_2', 'ORF_001759', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00933_+_readcount_2', 'ORF_001760', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00934_+_readcount_3', 'ORF_001761', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00935_+_readcount_20', 'ORF_001762', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00936_+_readcount_3', 'ORF_001766', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00938_+_readcount_7', 'ORF_001768', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00939_+_readcount_3', 'ORF_001769', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00940_+_readcount_1', 'ORF_001774', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00941_+_readcount_11', 'ORF_001774', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00942_+_readcount_1', 'ORF_001774', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00945_+_readcount_3', 'ORF_001781', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00946_+_readcount_2', 'ORF_001786', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00948_+_readcount_1', 'ORF_001794', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00949_+_readcount_3', 'ORF_001795', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00950_+_readcount_13', 'ORF_001802', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00951_+_readcount_3', 'ORF_001803', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00952_+_readcount_113', 'ORF_001803', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00957_+_readcount_1', 'ORF_001813', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00958_+_readcount_1', 'ORF_001814', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00959_+_readcount_2', 'ORF_001815', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00960_+_readcount_5', 'ORF_001818', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00963_+_readcount_6', 'ORF_001820', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00964_+_readcount_1', 'ORF_001821', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00965_+_readcount_1', 'ORF_001821-c', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00966_+_readcount_1', 'ORF_001825', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00967_+_readcount_3', 'ORF_001831', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00968_+_readcount_3', 'ORF_001837', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00971_+_readcount_4', 'ORF_001850', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00972_+_readcount_1', 'ORF_001850', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00973_+_readcount_3', 'ORF_001851', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00975_+_readcount_2', 'ORF_001863', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00977_+_readcount_5', 'ORF_001866', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00979_+_readcount_1', 'ORF_001869', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00980_+_readcount_28', 'ORF_001869', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00981_+_readcount_2', 'ORF_001870', '+', 'yes'],
 ['c_000000000008', 'polyA_site_00982_+_readcount_2', 'ORF_001871', '+', 'yes'],
 ['c_000000000001', 'polyA_site_00983_+_readcount_4', 'ORF_001876', '+', 'yes'],
 ['c_000000000001', 'polyA_site_00984_+_readcount_16', 'ORF_001879-b', '+', 'yes'],
 ['c_000000000001', 'polyA_site_00985_+_readcount_500', 'ORF_001882', '+', 'yes'],
 ['c_000000000001', 'polyA_site_00986_+_readcount_1', 'ORF_001882', '+', 'yes'],
 ['c_000000000001', 'polyA_site_00987_+_readcount_3', 'ORF_001883', '+', 'yes'],
 ['c_000000000001', 'polyA_site_00989_+_readcount_57', 'ORF_001886', '+', 'yes'],
 ['c_000000000001', 'polyA_site_00990_+_readcount_2', 'ORF_001886', '+', 'yes'],
 ['c_000000000001', 'polyA_site_00991_+_readcount_2', 'ORF_001888', '+', 'yes'],
 ['c_000000000001', 'polyA_site_00994_+_readcount_5', 'ORF_001901', '+', 'yes'],
 ['c_000000000001', 'polyA_site_00995_+_readcount_1', 'ORF_001902', '+', 'yes'],
 ['c_000000000001', 'polyA_site_00996_+_readcount_7', 'ORF_001904', '+', 'yes'],
 ['c_000000000001', 'polyA_site_00997_+_readcount_4', 'ORF_001910', '+', 'yes'],
 ['c_000000000001', 'polyA_site_00998_+_readcount_2', 'ORF_001912', '+', 'yes'],
 ['c_000000000001', 'polyA_site_00999_+_readcount_2', 'ORF_001912-c', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01000_+_readcount_1', 'ORF_001912-c', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01001_+_readcount_1', 'ORF_001913', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01002_+_readcount_5', 'ORF_001918', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01004_+_readcount_25', 'ORF_001925', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01005_+_readcount_2', 'ORF_001926', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01006_+_readcount_4', 'ORF_001928', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01008_+_readcount_13', 'ORF_001930', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01009_+_readcount_44', 'ORF_001931', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01010_+_readcount_5', 'ORF_001935', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01013_+_readcount_8', 'ORF_001940', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01016_+_readcount_29', 'ORF_001946', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01017_+_readcount_16', 'ORF_001949', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01021_+_readcount_8', 'ORF_001958', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01022_+_readcount_3', 'ORF_001960', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01025_+_readcount_16', 'ORF_001981-b', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01028_+_readcount_2', 'ORF_001987', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01029_+_readcount_5', 'ORF_001988', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01030_+_readcount_1', 'ORF_001989', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01032_+_readcount_5', 'ORF_001995', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01033_+_readcount_1', 'ORF_001995', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01034_+_readcount_1', 'ORF_001996', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01035_+_readcount_1', 'ORF_001999', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01036_+_readcount_15', 'ORF_002002', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01037_+_readcount_5', 'ORF_002003', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01038_+_readcount_2', 'ORF_002004', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01039_+_readcount_4', 'ORF_002004', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01040_+_readcount_1', 'ORF_002004', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01041_+_readcount_2', 'ORF_002005', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01042_+_readcount_9', 'ORF_002007', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01043_+_readcount_1', 'ORF_002016', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01044_+_readcount_1', 'ORF_002018', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01045_+_readcount_14', 'ORF_002018', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01046_+_readcount_6', 'ORF_002019', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01048_+_readcount_4', 'ORF_002021', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01049_+_readcount_1', 'ORF_002028', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01050_+_readcount_22', 'ORF_002029', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01051_+_readcount_5', 'ORF_002030', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01052_+_readcount_1', 'ORF_002031', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01053_+_readcount_1', 'ORF_002031', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01054_+_readcount_2', 'ORF_002032', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01055_+_readcount_1', 'ORF_002034', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01057_+_readcount_4', 'ORF_002044', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01058_+_readcount_2', 'ORF_002049', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01059_+_readcount_22', 'ORF_002049', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01060_+_readcount_2', 'ORF_002058-a', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01061_+_readcount_1', 'ORF_002058', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01062_+_readcount_11', 'ORF_002058', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01063_+_readcount_7', 'ORF_002058', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01064_+_readcount_1', 'ORF_002063', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01065_+_readcount_1', 'ORF_002063', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01066_+_readcount_2', 'ORF_002063', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01067_+_readcount_11', 'ORF_002069', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01068_+_readcount_7', 'ORF_002070', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01070_+_readcount_15', 'ORF_002076', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01071_+_readcount_8', 'ORF_002077', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01072_+_readcount_13', 'ORF_002079-a', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01074_+_readcount_1', 'ORF_002081', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01075_+_readcount_1', 'ORF_002082', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01076_+_readcount_32', 'ORF_002082', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01077_+_readcount_2', 'ORF_002082', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01078_+_readcount_5', 'ORF_002083', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01079_+_readcount_3', 'ORF_002095', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01080_+_readcount_4', 'ORF_002096', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01081_+_readcount_3', 'ORF_002100', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01082_+_readcount_2', 'ORF_002106', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01083_+_readcount_6', 'ORF_002108', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01084_+_readcount_1', 'ORF_002115', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01085_+_readcount_2', 'ORF_002123-alt', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01086_+_readcount_3', 'ORF_002126', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01087_+_readcount_4', 'ORF_002130', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01088_+_readcount_2', 'ORF_002133', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01089_+_readcount_2', 'ORF_002133', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01090_+_readcount_2', 'ORF_002135', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01091_+_readcount_1', 'ORF_002148', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01092_+_readcount_17', 'ORF_002150', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01093_+_readcount_1', 'ORF_002150', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01094_+_readcount_2', 'ORF_002150', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01095_+_readcount_17', 'ORF_002150', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01096_+_readcount_2', 'ORF_002152', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01097_+_readcount_2', 'ORF_002153', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01098_+_readcount_22', 'ORF_002153', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01100_+_readcount_1', 'ORF_002159', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01101_+_readcount_1', 'ORF_002160', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01102_+_readcount_3', 'ORF_002161', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01103_+_readcount_1', 'ORF_002161', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01104_+_readcount_1', 'ORF_002163', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01105_+_readcount_2', 'ORF_002165', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01106_+_readcount_1', 'ORF_002165', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01107_+_readcount_4', 'ORF_002165', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01108_+_readcount_1', 'ORF_002168', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01110_+_readcount_5', 'ORF_002176', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01111_+_readcount_9', 'ORF_002181', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01112_+_readcount_3', 'ORF_002182', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01113_+_readcount_1', 'ORF_002186', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01114_+_readcount_1', 'ORF_002186', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01115_+_readcount_6', 'ORF_002189', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01116_+_readcount_2', 'ORF_002191', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01117_+_readcount_2', 'ORF_002191', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01118_+_readcount_8', 'ORF_002193', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01119_+_readcount_33', 'ORF_002194', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01124_+_readcount_1', 'ORF_002199', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01125_+_readcount_1', 'ORF_002200', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01126_+_readcount_1', 'ORF_002200', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01127_+_readcount_17', 'ORF_002202', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01128_+_readcount_1', 'ORF_002202', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01129_+_readcount_7', 'ORF_002203', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01130_+_readcount_1', 'ORF_002204', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01131_+_readcount_2', 'ORF_002204-b', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01132_+_readcount_1', 'ORF_002205', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01133_+_readcount_3', 'ORF_002205', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01134_+_readcount_48', 'ORF_002206', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01135_+_readcount_1', 'ORF_002212', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01136_+_readcount_2', 'ORF_002215', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01137_+_readcount_10', 'ORF_002219', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01139_+_readcount_1', 'ORF_002221', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01140_+_readcount_1', 'ORF_002225', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01142_+_readcount_1', 'ORF_002233', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01144_+_readcount_4', 'ORF_002235', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01147_+_readcount_58', 'ORF_002242', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01148_+_readcount_1', 'ORF_002242', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01149_+_readcount_1', 'ORF_002243', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01150_+_readcount_2', 'ORF_002245', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01151_+_readcount_19', 'ORF_002246', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01156_+_readcount_1', 'ORF_002256', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01157_+_readcount_2', 'ORF_002258', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01160_+_readcount_4', 'ORF_002264', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01161_+_readcount_1', 'ORF_002264', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01162_+_readcount_5', 'ORF_002266', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01164_+_readcount_12', 'ORF_002270', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01165_+_readcount_8', 'ORF_002271', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01166_+_readcount_2', 'ORF_002272', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01168_+_readcount_36', 'ORF_002277', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01169_+_readcount_6', 'ORF_002278', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01171_+_readcount_1', 'ORF_002287', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01172_+_readcount_34', 'ORF_002288', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01173_+_readcount_3', 'ORF_002289', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01174_+_readcount_25', 'ORF_002289', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01175_+_readcount_14', 'ORF_002289-b', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01176_+_readcount_5', 'ORF_002290', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01178_+_readcount_26', 'ORF_002295', '+', 'yes'],
 ['c_000000000001', 'polyA_site_01179_+_readcount_1', 'ORF_002295-b', '+', 'yes'],
 ['c_000000000009', 'polyA_site_01180_+_readcount_7', 'ORF_002302', '+', 'yes'],
